Dept_Name,Expense_Class,Object_Expenditure,Approp_Type,2024_Actual,2025_Program,2026_GAA,Page_No
Department of Foreign Affairs (DFA),Maintenance and Other Operating Services,Communication Expenses,None,188276,310875,325796,32
Department of Foreign Affairs (DFA),Maintenance and Other Operating Services,Awards/Rewards and Prizes,None,14,0,0,32
Department of Foreign Affairs (DFA),Maintenance and Other Operating Services,Professional Services,None,900669,1379819,1723308,32
Department of Foreign Affairs (DFA),Maintenance and Other Operating Services,General Services,None,376962,516060,643100,32
Department of Foreign Affairs (DFA),Maintenance and Other Operating Services,Repairs and Maintenance,None,119949,147575,191270,32
Department of Foreign Affairs (DFA),Maintenance and Other Operating Services,Financial Assistance/Subsidy,None,715337,1000000,1000000,32
Department of Foreign Affairs (DFA),Maintenance and Other Operating Services,Taxes Insurance Premiums and Other Fees,None,82737,86831,115842,32
Department of Foreign Affairs (DFA),Maintenance and Other Operating Services,Extraordinary and Miscellaneous Expenses,None,4957,8808,5262,32
Department of Foreign Affairs (DFA),Maintenance and Other Operating Services,Confidential Expenses,None,10000,0,0,32
Department of Foreign Affairs (DFA),Maintenance and Other Operating Services,Advertising Expenses,None,22,1837,1800,32
Department of Foreign Affairs (DFA),Maintenance and Other Operating Services,Printing and Publication Expenses,None,8342,18072,21463,32
Department of Foreign Affairs (DFA),Maintenance and Other Operating Services,Representation Expenses,None,517653,585937,752700,32
Department of Foreign Affairs (DFA),Maintenance and Other Operating Services,Transportation and Delivery Expenses,None,21781,5077,2451,32
Department of Foreign Affairs (DFA),Maintenance and Other Operating Services,Rent/Lease Expenses,None,1032051,1829821,2268212,33
Department of Foreign Affairs (DFA),Maintenance and Other Operating Services,Membership Dues and Contributions to Organizations,None,2425736,2895994,2816210,33
Department of Foreign Affairs (DFA),Maintenance and Other Operating Services,Subscription Expenses,None,70857,190104,527964,33
Department of Foreign Affairs (DFA),Maintenance and Other Operating Services,Donations,None,10554,7730,31800,33
Department of Foreign Affairs (DFA),Maintenance and Other Operating Services,Bank Transaction Fee,None,49029,12447,37784,33
Department of Foreign Affairs (DFA),Maintenance and Other Operating Services,Other Maintenance and Operating Expenses,None,3132,123132,97914,33
Department of Foreign Affairs (DFA),Capital Outlays,Land Outlay,None,49096,0,0,33
Department of Foreign Affairs (DFA),Capital Outlays,Buildings and Other Structures,None,429164,1813889,2130326,33
Department of Foreign Affairs (DFA),Capital Outlays,Machinery and Equipment Outlay,None,114105,82291,688030,33
Department of Foreign Affairs (DFA),Capital Outlays,Transportation Equipment Outlay,None,297435,322340,261681,33
Department of Foreign Affairs (DFA),Capital Outlays,Furniture Fixtures and Books Outlay,None,40834,5400,12438,33
Department of Foreign Affairs (DFA),Capital Outlays,Heritage Assets,None,25000,136500,0,33
Department of Foreign Affairs (DFA),Capital Outlays,Other Property Plant and Equipment Outlay,None,0,0,400,33
Department of Foreign Affairs (DFA),Capital Outlays,Intangible Assets Outlay,None,0,0,40000,33
Department of Health (DOH),Salaries and other Lump-sums,Basic Salary,None,42812524,38912732,49679788,33
Department of Health (DOH),Other Compensation Common to All,Personnel Economic Relief Allowance,None,2398959,1931100,2063520,34
Department of Health (DOH),Other Compensation Common to All,Representation Allowance,None,137370,41863,43723,34
Department of Health (DOH),Other Compensation Common to All,Transportation Allowance,None,47377,38323,39289,34
Department of Health (DOH),Other Compensation Common to All,Clothing and Uniform Allowance,None,716203,573587,612451,34
Department of Health (DOH),Other Compensation Common to All,Honoraria,None,4293,4462,4462,34
Department of Health (DOH),Other Compensation Common to All,Overtime Pay,None,19712,0,0,34
Department of Health (DOH),Other Compensation Common to All,Year End Bonus,None,4316097,3242730,4139981,34
Department of Health (DOH),Other Compensation Common to All,Mid-Year Bonus Civilian,None,3951792,3242730,4139981,34
Department of Health (DOH),Other Compensation Common to All,Cash Gift,None,537380,409705,437465,34
Department of Health (DOH),Other Compensation Common to All,Productivity Enhancement Incentive,None,516139,409705,437465,34
Department of Health (DOH),Other Compensation Common to All,Step Increment,None,0,97281,124200,34
Department of Health (DOH),Other Compensation Common to All,Performance Based Bonus,None,555,0,0,34
Department of Health (DOH),Other Compensation Common to All,Collective Negotiation Agreement,None,1938978,0,0,34
Department of Health (DOH),Other Compensation for Specific Groups,Magna Carta for Public Health Workers,None,12772614,5689443,9874982,34
Department of Health (DOH),Other Compensation for Specific Groups,Night Shift Differential Pay,None,1345200,90652,90652,34
Department of Health (DOH),Other Compensation for Specific Groups,Lump-sum for filling of Positions Civilian,None,0,8351727,6497848,34
Department of Health (DOH),Other Compensation for Specific Groups,Other Personnel Benefits,None,4736321,0,0,34
Department of Health (DOH),Other Compensation for Specific Groups,Anniversary Bonus Civilian,None,42662,66675,44465,34
Department of Health (DOH),Other Benefits,Retirement and Life Insurance Premiums,None,4854781,4669527,5961573,34
Department of Health (DOH),Other Benefits,PAG-IBIG Contributions,None,240534,196658,209983,34
Department of Health (DOH),Other Benefits,PhilHealth Contributions,None,1257720,970054,1230689,34
Department of Health (DOH),Other Benefits,Employees Compensation Insurance Premiums,None,135851,98329,104991,34
Department of Health (DOH),Other Benefits,Terminal Leave,None,1704905,422443,416870,34
Department of Health (DOH),Other Benefits,Loyalty Award Civilian,None,43701,70080,86115,34
Department of Health (DOH),Maintenance and Other Operating Services,Travelling Expenses,None,940265,931167,1072585,35
Department of Health (DOH),Maintenance and Other Operating Services,Training and Scholarship Expenses,None,2561832,2028507,3089267,35
Department of Health (DOH),Maintenance and Other Operating Services,Supplies and Materials Expenses,None,33450496,53138788,60244359,35
Department of Health (DOH),Maintenance and Other Operating Services,Utility Expenses,None,1693987,3943596,4355255,35
Department of Health (DOH),Maintenance and Other Operating Services,Communication Expenses,None,242873,491938,583713,35
Department of Health (DOH),Maintenance and Other Operating Services,Awards/Rewards and Prizes,None,145457,128832,73374,35
Department of Health (DOH),Maintenance and Other Operating Services,Survey Research Exploration and Development Expenses,None,6184,81063,28107,35
Department of Health (DOH),Maintenance and Other Operating Services,Professional Services,None,6143751,5645689,6985629,35
Department of Health (DOH),Maintenance and Other Operating Services,General Services,None,2144937,3772661,3836184,35
Department of Health (DOH),Maintenance and Other Operating Services,Repairs and Maintenance,None,434251,1607976,1886479,35
Department of Health (DOH),Maintenance and Other Operating Services,Financial Assistance/Subsidy,None,80969752,47431591,67539107,35
Department of Health (DOH),Maintenance and Other Operating Services,Taxes Insurance Premiums and Other Fees,None,822614,1859450,1039185,35
Department of Health (DOH),Maintenance and Other Operating Services,Labor and Wages,None,125529,166843,169881,35
Department of Health (DOH),Maintenance and Other Operating Services,Extraordinary and Miscellaneous Expenses,None,10983,16995,14995,35
Department of Health (DOH),Maintenance and Other Operating Services,Advertising Expenses,None,267301,249690,65505,35
Department of Health (DOH),Maintenance and Other Operating Services,Printing and Publication Expenses,None,77140,106582,107911,35
Department of Health (DOH),Maintenance and Other Operating Services,Representation Expenses,None,370427,257601,448547,35
Department of Health (DOH),Maintenance and Other Operating Services,Transportation and Delivery Expenses,None,645725,498005,845361,35
Department of Health (DOH),Maintenance and Other Operating Services,Rent/Lease Expenses,None,511590,620044,789885,35
